Sl.no.,company_name,financial_health_revenue_growth,financial_health_profit_margins,financial_health_cash_flow,financial_health_debt_levels,financial_health_liquidity,market_position_market_share,market_position_competitive_advantage,market_position_brand_recognition,operational_efficiency_productivity,operational_efficiency_supply_chain_efficiency,operational_efficiency_cost_management,management_leadership_experience,management_leadership_vision_strategy,management_leadership_corporate_governance,customer_metrics_customer_satisfaction,customer_metrics_customer_retention,customer_metrics_market_reach,innovation_growth_RnD_investment,innovation_growth_product_pipeline,innovation_growth_scalability,human_resources_employee_satisfaction,human_resources_talent_acquisition,human_resources_training_development,risk_management_operational_risks,risk_management_compliance,risk_management_insurance,sustainability_social_environmental_impact,sustainability_social_social_responsibility,sustainability_social_ethical_practices,technology_digitalization_IT_infrastructure,technology_digitalization_digital_presence,technology_digitalization_cybersecurity,target
307,Elite Solutions PLC,5.646703135,9.409303133,7.426782389,6.9523355,1.783834901,7.815791864,4.352799464,4.881104828,5.2915499,1.700708676,5.292850534,4.080029723,4.385714219,7.655271885,8.496947247,7.475139709,2.607659891,4.733628459,3.271724317,7.649245451,9.172313887,3.6214527,9.588325974,7.533719014,5.546050466,3.133695588,5.869272602,4.563469862,2.312822143,3.612677347,6.432417282,2.269447212,64.67639771
308,Dynamic Enterprises LLP,3.906608256,9.330116616,8.215552748,2.666760111,6.553598645,2.455042926,1.6184231,4.127669158,6.670838142,9.599033723,4.502877568,9.832450008,4.306064637,4.836864646,3.678136448,8.691117976,4.039731971,7.910748308,7.585984855,6.626903805,3.121184029,4.351605994,2.280575967,1.465709317,9.628215885,3.912965029,9.345390694,3.443145967,2.667009977,8.452494757,9.381022833,8.389707197,57.46742252
309,Prime Services AG,8.156675753,5.057554343,4.055051733,2.566984018,2.024545541,5.292100958,4.326167795,1.453145743,8.457876155,3.222650503,8.986820818,6.667152357,5.733519192,4.003337868,8.103615892,3.312570696,4.766045475,1.364582556,2.48260608,9.877439545,9.174326992,7.987522318,7.376304278,1.271728138,2.55156529,5.331793407,9.38712416,3.624928935,2.840017304,7.047890843,8.653265089,8.972944638,68.42883469
310,Tech Group Co.,3.437490261,2.019142413,8.333426024,1.885560847,4.107008285,7.464980578,5.178146678,1.474887321,8.05122604,8.736808108,9.045401596,4.745448518,8.279195001,3.848219057,1.280922043,1.188185611,5.576850023,2.106200643,4.162203412,5.802307571,3.785334213,6.363341309,1.611335838,1.948005048,7.47697533,6.369966162,5.61450881,2.10930058,3.148307242,9.736553476,1.60906183,3.112151796,70.75988196
311,Elite Group LLC,4.950742786,9.863570791,1.721033617,6.942724477,5.566707448,3.226062842,7.50463977,7.228101304,3.493623247,2.519290052,4.022347282,2.498846621,4.255914807,7.965955786,9.701789953,3.007810166,5.29078488,2.827635336,3.38379632,2.017951809,9.787719001,6.799291304,1.97344317,9.689370913,6.530329074,3.586182956,3.751835384,8.251874493,3.038984637,3.293131202,9.940508909,2.021144514,81.43421667
312,Elite Services Inc. Ltd.,1.706107432,8.550082778,9.053349905,7.87935396,8.868002722,6.765536652,6.910565362,5.12136095,9.467921526,8.685485939,6.535627786,9.875591176,5.718292485,1.468651656,5.739354483,1.508641217,3.436071454,4.617567322,4.148755248,8.454462083,3.531340183,7.817588405,5.579886263,9.467771931,7.11707618,6.332377642,5.136283053,1.083180831,4.556341976,5.372057029,7.288542313,1.480750047,95.72643818
313,Prime Solutions PLC,1.228156691,2.121964131,5.928331385,3.385417855,5.441919223,6.999404311,7.378890897,3.038694634,2.119112573,1.119059316,9.342168059,8.387641083,7.036545929,1.115394846,3.729529235,1.93055443,1.262536017,8.611703905,7.374916442,3.266680261,9.580922423,2.061810995,5.183838371,2.745350383,4.160976676,3.680083659,2.67902121,3.812549113,6.884106858,5.511164297,2.460527419,6.474678524,51.80923988
314,Pioneer Services Co.,9.663835732,9.287576944,8.35567993,1.188504649,7.320328894,2.464297694,1.075273137,6.525732757,8.876202568,5.606024109,9.65852649,3.533295722,3.424955017,8.159899527,4.263248913,4.883573079,6.4459146,4.116394457,4.31062463,7.995719333,1.481901858,8.498885112,9.564222785,2.45505102,3.824914361,1.49941649,6.727098838,2.569694889,4.942286048,3.152591154,1.111744803,7.438178913,62.18305063
315,Innovative Systems Co.,8.523821085,8.829067259,5.070864561,1.739545007,9.935351551,6.085767812,2.959006596,3.275723064,9.738462246,7.924983215,5.580631364,1.630618261,3.497705244,5.294317384,1.597648181,3.069265338,4.561703469,6.891590742,5.997369903,9.613963864,7.383448105,7.350578238,9.503519077,3.164815779,7.157887035,1.022747948,5.500831022,6.301350465,7.983765179,6.310840595,2.541543727,4.355289903,59.68579711
316,Elite Systems PLC,7.263767855,5.669542514,6.792199257,9.710740314,2.183402079,7.944642199,6.955158596,6.198685789,2.594381709,9.413159657,5.075423248,1.509630016,9.400718143,2.177930247,9.904145626,5.643512907,3.688049416,7.383828653,1.899386893,7.271159626,5.789000205,6.196075527,8.016477783,5.639922947,2.939889566,1.910359521,1.9297043,3.288271624,7.473416554,4.989573875,8.543583286,7.117082807,75.11472043
317,Dynamic Works AG,4.6805765,6.321478922,5.737623948,3.659002997,3.47258373,5.490060981,5.355904314,4.232878723,7.498594578,9.182819226,3.508248843,2.083403346,7.51181116,3.120093411,1.353627506,3.281443779,8.802469385,6.275641187,8.245159239,6.364271449,5.300893694,9.007618013,6.418916471,6.127341688,4.776892704,8.130256301,2.77883003,3.330986091,2.138742226,5.020494004,1.194753925,7.41662934,71.48504035
318,Pioneer Systems LLC,2.559648881,4.591024335,7.584305696,7.923008331,4.55118468,1.108928051,1.047821281,8.41197004,1.362569669,8.376623826,9.629846859,6.226917253,6.194680086,9.392535578,6.894164108,9.46483571,7.72068977,4.215177714,4.328997631,5.143475581,3.011448828,7.302757185,5.094642857,2.994340874,2.693571814,9.652881811,5.316687606,5.395043296,1.43957461,4.264629832,3.098325733,9.418080533,86.45188119
319,Prime Services Pvt. Ltd.,2.407933384,1.492854749,1.734669838,6.62197212,4.796453607,1.081346222,8.240451782,8.386265447,4.648805426,8.993722147,2.28532874,9.358870791,6.82948049,8.735526781,4.984623349,9.153495711,8.719889935,6.193480075,6.836807431,4.279688794,7.350362108,2.815299664,4.205606809,7.809605093,1.07474357,4.842695794,8.988300916,6.874201354,8.901474076,1.152364172,7.815750358,1.583862741,62.12079563
320,Prime Systems Inc.,3.252186083,4.016775175,1.543168756,4.437456757,4.699189677,4.213264096,7.95528616,5.296153583,5.646549693,2.792977173,6.218466184,5.470690852,1.263694988,7.388065452,9.540245964,6.101254945,5.454845152,4.080390335,7.528506415,4.177042759,2.717285423,4.86770843,9.523787923,3.785978525,9.73051624,5.614155581,6.097516486,2.091742341,1.718479599,5.698857132,6.274994823,2.730625509,79.72491829
321,Pioneer Systems PLC,5.943039982,8.225681037,3.223929106,2.85118536,9.168499023,9.335746616,5.935772467,4.157371984,6.225807033,3.557658661,3.542952408,8.586509342,6.56292669,5.340027073,3.213997663,4.189815928,2.178381269,1.754863647,2.886948299,6.727354351,5.975576164,5.446385802,6.426179303,9.29918193,4.885326808,2.321633522,7.133815002,2.579603072,2.335052626,4.017230521,8.044621393,1.616733888,94.19286318
322,Tech Ventures LLC,7.431363304,1.041688207,2.435902121,2.092477763,7.4262938,3.058091016,1.598169932,4.263038169,9.423435234,3.600716724,3.511074613,5.012979579,5.585579859,5.682912636,5.788781415,4.430321938,7.265992925,9.935235804,8.962074865,7.761458052,3.279208267,1.496958641,6.211652749,6.910504358,9.72414653,5.959282174,4.051256948,3.224572701,1.19919948,1.011878821,7.715354534,8.8119454,95.533887
323,NextGen Holdings Co.,6.94177639,4.001492545,8.846052099,6.535116712,6.471146927,6.7092732,7.898635446,8.251430731,7.050256186,4.393485379,4.644717286,7.377251912,5.911747118,9.777200818,5.341205877,4.706670548,2.854664019,2.144642083,6.546018264,7.106653625,9.600592418,9.59173762,3.087110096,4.927160749,2.262911678,2.301894118,6.142702537,9.763733927,6.655027288,3.771493369,1.455412484,8.13328444,97.93923024
324,Global Services LLP,3.519405073,4.583518242,2.972925886,7.971704026,3.784354461,2.998682836,6.25342229,3.953615345,5.331501561,4.539886033,9.989136422,7.586854636,4.234814441,9.691933995,7.325797996,7.548213899,4.971067022,1.651135455,4.858526276,2.785690911,1.257680745,2.157195347,1.420280361,8.109208015,6.286301015,6.500928981,5.026418404,4.574372499,6.241335068,3.507654998,9.032602772,6.171778636,88.6630576
325,Pioneer Services Corp.,9.593787526,5.836560426,9.782787302,6.795138282,8.414113458,3.895029907,8.037639794,2.881534363,8.287075326,5.900997922,1.494696762,2.565673353,1.733265079,2.937421412,1.612092088,5.06475096,1.585007101,8.906776743,2.641016652,5.445884621,2.797554521,7.277151405,9.506697218,8.361231634,2.808766295,9.399328008,6.932169214,6.390910816,9.882132998,4.541033379,3.043286509,1.75297069,95.29939531
326,Elite Holdings LLC,7.64107225,9.278700548,4.032062126,5.772719199,9.595544603,8.632378806,7.765722932,1.762195077,9.554795389,2.43891787,6.206876364,4.250944531,2.740053103,8.299941097,2.74410217,8.710569519,8.427775622,3.716511948,9.480708441,8.12476065,3.180795457,5.556079325,3.82361733,3.61433445,8.110667143,2.761286854,1.455180095,3.173885314,8.982391567,2.186667907,5.980531962,3.459811228,61.7265436
327,NextGen Works Inc. Ltd.,5.989186473,4.117113949,2.639061241,1.377561011,8.390784543,7.55975298,8.227018648,5.200238088,1.198595338,7.221219974,1.743149422,6.735719409,9.556702419,2.775183996,2.931083381,9.496853073,2.133465769,6.852672767,7.795613837,5.281336704,4.726610432,1.230690249,4.98330121,4.057430895,8.053326899,7.881073463,5.439701946,5.414135726,4.697588597,5.569154422,6.798593409,3.679478633,59.87904722
328,Innovative Group Inc. Ltd.,6.505486716,4.122578817,8.107286564,9.716398998,1.014085947,1.858593496,5.662072598,5.33918889,9.84269145,2.508098854,2.39068747,1.636269474,4.67829606,2.921837301,7.643356794,4.02351538,9.127877563,3.961051567,2.872221065,5.829609518,3.094572177,9.322727283,2.031759492,9.423596384,2.013464341,1.211521805,3.663933626,1.667072569,4.344272568,7.231963173,2.517653898,6.046688764,50.32440419
329,Dynamic Ventures Inc. Ltd.,4.776400562,7.637511233,6.92836998,8.188427725,6.727612332,4.858318189,2.262920664,8.568178394,1.775189252,3.792776339,4.956066476,4.25386169,5.200148402,7.084837307,2.702248267,6.046250332,8.77807542,4.523088437,4.039396973,7.940224434,5.422141812,8.666531279,8.532318969,2.482669345,9.208580076,4.379475172,3.935665552,1.312679313,3.671668309,6.671670121,9.78608131,3.322395046,85.34221787
330,Pioneer Works AG,3.229578906,5.069961468,5.483761448,3.63539833,1.460218433,1.262527873,7.04041726,2.991148268,8.329481013,5.530106175,5.594141182,5.813195197,1.474388109,4.645009887,6.161425875,1.855508831,5.18124488,3.359016748,8.287068323,6.951387756,8.852189709,5.718321351,1.248686496,1.379353753,2.751666825,1.99673657,9.648256884,5.218601741,2.37166228,8.233794528,5.393403605,1.656638775,96.87335939
331,Global Industries Inc.,4.203754108,3.021443406,5.998271958,9.819732964,3.318464983,5.328011319,6.584264065,4.428921463,3.523012773,8.167965054,3.329131675,9.966020437,1.338096066,9.383899664,2.937194385,2.80422143,7.699313839,4.087396052,7.261098969,4.684104288,7.408570793,3.060481025,8.505916859,5.086497903,6.516796074,4.172278974,2.644253314,4.587933588,2.242752909,5.068074592,1.51878426,7.576860717,59.34676725
332,Innovative Solutions Corp.,7.820614994,5.071955645,7.472816004,6.416934307,1.535722303,6.961906105,7.680278685,8.27565165,2.18961692,7.655223099,3.848114178,5.270802064,7.454633023,1.801087614,8.754624551,4.7211919,6.575005664,4.696303605,7.892058634,9.058714401,6.219657825,2.094606016,2.262565115,8.210889102,9.870702581,2.561832277,3.801207273,2.231922877,2.190553372,5.671825573,9.435358403,3.691721905,81.84717877
333,Supreme Group Corp.,1.129541398,2.267713183,3.056092672,6.241803924,6.434159077,2.066523612,2.528929054,8.412612497,4.958700757,6.809809208,1.782703182,8.344510814,5.842851977,5.603730767,9.47966909,2.855824443,8.227680781,7.483744622,4.97080992,2.463103618,1.801028602,4.270532315,8.979077014,7.945012957,8.941568813,4.359744911,5.589033182,7.18841286,2.027032815,8.293617468,6.276410589,5.071367593,87.32298796
334,Elite Consulting Co.,2.044653765,2.587482879,9.967005245,7.732658615,7.179309221,3.59996445,2.754776799,4.461499684,6.795609215,2.401959345,3.728978055,4.888605566,5.578353858,9.266693774,5.666436774,8.889044417,4.886245907,5.603825748,7.448286364,9.959648037,7.245928976,3.298854529,7.567953736,9.27577566,9.609075357,4.757705255,8.767242533,9.936131418,3.164608382,4.849310537,7.292738782,2.148999715,96.38071176
335,Pioneer Consulting LLC,1.414023778,5.485309955,9.773138459,8.305928093,2.030388743,4.58052963,9.013685655,5.13211621,4.428566605,5.923408111,9.699025954,8.167516504,3.188120774,9.137022944,4.170779958,2.424576305,8.072276358,9.492086954,4.478443506,2.069673206,2.497728559,5.560220809,2.482032363,5.798805979,4.083388941,3.705320105,4.750030749,4.560821391,3.760017673,7.314394149,5.726582109,8.222934731,82.3430112
336,Global Ventures LLC,1.366559221,4.770329046,6.852931177,6.908307466,4.454549947,9.275779222,7.749800186,3.729573018,1.491088675,1.787018516,9.502366435,6.358733215,7.702756585,2.408762921,3.106519975,5.100947394,5.162111354,1.376923545,2.901366252,1.13454974,8.077306474,9.697683665,6.092361936,1.900582044,1.95018078,6.909597545,7.694787528,6.621027723,9.654210739,4.911421318,8.512641593,6.089786892,98.51468664
337,Tech Holdings Pvt. Ltd.,8.699145256,9.23361311,2.795882058,2.152861717,5.106128581,9.939295139,9.174056398,9.392993906,6.395150257,4.396268591,4.013904611,8.979358974,2.514129212,4.299739301,1.448029014,6.451293164,9.468692091,5.527614904,6.694093314,9.01017011,3.250510827,6.174581439,3.813906829,6.298200769,2.69512186,9.269668461,8.707366884,9.666783481,6.206259259,4.759625751,1.29820116,9.114270636,67.23365705
338,Elite Ventures LLC,7.332920734,4.261545092,7.122054182,4.044407554,4.321477196,1.404201691,7.82843789,2.067793892,9.121629485,4.721648773,6.137685427,4.698482971,2.709412693,6.5720926,3.416500686,7.226775173,5.377348907,6.258023099,9.78412533,3.204581575,4.753438555,9.009379503,2.60409789,8.005560529,5.504454056,4.605358367,3.790147202,8.483814752,9.888361971,7.841850621,3.415405287,5.459244068,67.49642669
339,Modern Ventures LLP,5.267564462,6.225295153,1.649785681,9.352752763,2.089225004,7.849071311,6.374397754,9.403744807,4.448938294,1.358302955,9.18635852,6.438739778,5.146409542,2.434553963,6.88812202,4.447624328,5.163573447,9.281772875,3.795408743,7.567296647,4.154231821,6.857909537,8.732639795,1.839953082,8.139067104,2.731088408,4.534751652,5.17197001,4.35220253,2.573532239,5.226835208,9.472831046,77.1506255
340,Dynamic Ventures Ltd.,1.880507446,6.690378591,1.27587252,3.021540507,4.770530112,4.345516598,6.887194633,7.154798067,2.946994999,3.465892895,1.055654404,6.670168126,3.576518759,9.712199548,5.802552382,8.821891619,8.065646754,1.442426713,5.14872633,8.299138374,8.729325232,5.277218739,4.631704899,2.55391661,2.351382798,3.436504824,4.209006013,7.63740536,5.118639693,4.047273747,1.689432547,9.026813839,69.17509406
341,Innovative Enterprises Co.,5.424542876,1.117850109,3.319145997,4.349503215,7.76060243,4.532123676,9.002151315,5.784149374,4.983196113,9.600845205,8.296152133,4.756446476,3.227166831,9.232743959,9.496371505,6.11487236,8.394199226,6.161496264,7.06601234,8.730877519,2.138900128,8.691468065,4.586893429,1.11061595,6.93758379,8.686007411,8.495702278,2.153215362,3.921207932,3.017550491,7.353160024,6.188138708,50.07128641
342,Modern Services Co.,5.261245937,6.971836348,5.163606611,4.888691946,1.639068981,7.78838476,6.209260791,1.293931547,1.435264399,9.58269347,9.535325975,2.298808393,6.807138801,2.502551611,4.566495362,4.955570024,5.990402029,8.682669357,5.873556539,9.924348121,6.090803941,5.242312992,2.528980073,6.342873215,3.912198436,6.144757509,1.399121758,5.608934699,2.645988858,4.231989487,4.542970727,9.405040943,86.58860125
343,Dynamic Industries Co.,2.558816829,2.602323702,8.814452549,4.954644907,1.721620127,9.265837889,6.691521919,5.280365726,8.38438826,4.170943488,1.821931609,1.842034662,6.858745707,2.090399151,7.244770081,1.605165706,2.618180321,3.177349553,8.590850161,3.64635739,2.278554485,8.817653535,4.447591085,8.980609528,4.070818652,5.095099291,3.775789799,3.511542495,2.28848237,3.073373401,3.454011912,3.907798726,87.58585207
344,Supreme Holdings AG,4.904664843,9.649632857,7.544521628,6.516456242,4.192941627,9.558357351,2.408290444,4.669732945,8.437067299,1.387900981,2.453029174,1.150043955,8.420653628,1.768676345,5.403904727,5.182205216,5.209824079,8.886631137,7.855684358,7.392190077,7.343162525,3.624190926,8.844551617,7.035969844,6.957259571,2.346730494,7.114677018,2.450473191,9.50571278,6.21465068,1.030409621,4.290779464,87.34873023
345,Modern Group PLC,4.58654261,2.33796455,7.684358691,9.48768254,9.475531405,6.194103274,5.265290981,2.450969308,6.292004171,2.611854454,9.646716725,8.861808378,4.759377103,9.184992976,5.613185943,8.386622567,9.712652526,1.171390683,1.524674835,2.038598725,9.14570315,2.159317664,4.268158394,9.838360788,5.202994776,5.047545775,6.088991496,4.836528156,9.881296136,8.183537224,7.478472806,1.409301562,67.25103333
346,Modern Enterprises Inc.,6.542650882,4.731617114,4.82944001,3.166234406,7.017153821,4.214090434,7.447574008,6.907686432,4.177926,4.529960141,5.837861293,3.12827421,1.657765819,2.742614288,3.409968831,6.530869164,7.776875737,7.592091662,9.985791105,4.661283622,4.911468885,8.697830179,9.564432062,1.567302872,8.308299637,3.50642803,4.926604234,2.17913099,1.404185469,8.079517551,8.50428378,6.302808161,76.11447367
347,Innovative Group Corp.,6.715842858,1.768147013,4.113414933,2.093512387,7.10802961,8.087941773,3.438484285,9.740358166,8.19805028,9.530017282,1.12776971,2.903560744,3.462997464,4.746564357,5.094556992,8.489462084,8.300463435,9.398018991,7.771622083,8.63174524,5.392830342,6.286736474,9.516780093,9.127009766,2.403266587,9.488468151,5.859534045,7.290865974,2.353112873,4.280508681,4.555364821,7.497315729,67.99867591
348,Dynamic Works AG,1.407736088,9.971868267,4.339348867,2.777234409,4.257279918,3.259012449,2.820287625,6.0596993,5.992183223,2.270791572,3.318687989,7.624318604,9.820049169,5.039662291,5.237064973,5.446105035,1.295429489,6.914778955,8.775129847,4.308922415,9.346805528,9.001831584,2.304087934,8.326614586,8.109534428,8.956630985,2.778261272,5.106160396,4.811716831,9.898843653,6.077961793,7.961672712,50.80182
349,Dynamic Enterprises Inc. Ltd.,4.371513532,5.519755093,9.888846074,8.982324102,6.342947121,6.07666626,3.824441274,7.432779488,8.433390777,7.871642593,5.049493068,3.880145018,6.366327177,6.391099398,7.359782696,2.066155346,5.210735164,4.951263196,6.860779409,6.319858425,5.688922498,9.440444863,2.595801282,3.828173684,1.578117233,1.755122876,4.876449594,5.780301693,2.677001287,6.344689282,3.049179633,2.348346574,78.12244706
350,NextGen Ventures Pvt. Ltd.,6.632739241,6.358465156,1.360982723,6.812297314,1.091180656,4.227206154,3.173505652,1.616054073,6.683129133,1.978142854,7.236180199,5.554402232,7.387633763,1.645618094,9.465759993,1.122758613,6.819590203,1.403929148,8.706566152,5.533960994,5.388385942,1.482655513,8.764066633,9.761738967,2.746484922,5.649881403,5.515326858,2.317383448,4.274923543,4.594602716,6.599778817,4.997431651,56.1880333
351,Modern Industries Pvt. Ltd.,5.528226327,1.603688296,8.803283465,3.573161103,6.724864418,6.909679663,2.934213733,4.759002962,8.059649259,9.831318197,7.598443403,2.462599588,1.066220467,3.040827557,3.963891497,3.72897592,8.470294153,9.28102432,2.011446774,6.81356378,6.204961924,5.508723717,4.53484827,3.591439734,6.905347431,3.02552511,9.110702098,2.25794495,2.161867149,8.519853513,1.109237125,2.591768909,54.0020662
